,sumA,sumO,sumE,sumN,sumC,age
11431,13,13,-12,-18,-1,24
11432,10,13,-5,-29,5,24
11433,20,-6,-22,-20,5,24
11434,7,17,-17,-16,9,24
11435,19,18,-1,-9,1,24
11436,20,8,-4,-14,9,24
11437,23,15,-15,-24,11,24
11438,0,3,-11,-27,2,24
11439,3,18,-4,-10,8,24
11440,20,10,-8,-30,-6,24
11441,17,10,-6,-8,6,24
11442,17,22,2,-6,7,24
11443,4,21,7,-11,-8,24
11444,20,12,0,-14,13,24
11445,6,16,-5,-13,2,24
11446,18,17,6,-13,10,24
11447,16,17,10,-13,-2,24
11448,11,9,5,-14,1,24
11449,17,5,-4,-29,4,24
11450,11,19,9,-16,-3,24
11451,18,16,-5,-13,3,24
11452,24,21,12,-23,16,24
11453,22,21,9,-16,0,24
11454,12,2,-1,-16,2,24
11455,8,12,-14,-23,-4,24
11456,12,16,-17,-20,8,24
11457,8,23,-14,-28,6,24
11458,12,9,-14,-14,5,24
11459,14,9,-10,-14,7,24
11460,18,20,-18,-11,11,24
11461,23,24,-18,-11,4,24
11462,11,10,-5,-19,3,24
11463,26,17,0,-31,7,24
11464,22,18,7,-20,-7,24
11465,14,19,4,-23,-8,24
11466,18,20,-6,-7,2,24
11467,17,8,-11,-24,-4,24
11468,24,12,12,-1,2,24
11469,16,14,-7,-30,0,24
11470,2,12,-18,-11,6,24
11471,8,15,3,-11,7,24
11472,21,20,-8,-9,6,24
11473,12,16,-3,-29,5,24
11474,3,3,-4,-10,-1,24
11475,20,12,14,-10,3,24
11476,14,17,-6,-22,5,24
11477,16,13,-1,-10,2,24
11478,8,14,-21,-18,8,24
11479,21,24,-15,-28,11,24
11480,26,26,14,2,18,24
11481,15,18,2,-10,10,24
11482,19,16,-15,-12,7,24
11483,11,10,-9,-35,9,24
11484,7,18,-13,-25,6,24
11485,17,15,1,-13,8,24
11486,14,16,5,-21,1,24
11487,18,15,1,-4,4,24
11488,12,19,0,-11,7,24
11489,17,24,-4,-24,-5,24
11490,26,24,-20,-17,14,24
11491,20,21,-12,-19,-2,24
11492,18,18,-2,-25,4,24
11493,16,20,-7,-15,11,24
11494,12,3,-10,-27,-3,24
11495,10,8,-3,-24,5,24
11496,-2,15,-16,-20,1,24
11497,13,6,-22,-30,6,24
11498,5,19,1,-18,6,24
11499,20,12,4,-18,-1,24
11500,15,8,-2,-25,5,24
11501,7,11,-18,-31,7,24
11502,22,16,1,-30,5,24
11503,13,18,-6,-23,-1,24
11504,19,8,0,-17,0,24
11505,23,17,6,-17,3,24
11506,10,7,1,-20,3,24
11507,17,13,6,-16,6,24
11508,-6,22,-26,-8,16,24
11509,-3,17,-9,-28,-10,24
11510,13,4,-19,-31,6,24
11511,16,15,-13,-29,3,24
11512,15,12,-10,-36,-1,24
11513,15,25,-11,-13,10,24
11514,12,15,-23,-23,-4,24
11515,23,18,-11,-20,6,24
11516,21,15,4,-9,2,24
11517,22,12,12,-13,-1,24
11518,5,5,-14,-31,2,24
11519,17,14,-1,-14,10,24
11520,23,15,0,-31,4,24
11521,9,14,-10,-24,-4,24
11522,24,18,5,-14,2,24
11523,9,16,-9,-14,1,24
11524,19,17,4,-20,10,24
11525,17,5,2,-20,-4,24
11526,-11,0,-25,-8,-13,24
11527,23,19,-2,-27,6,24
11528,10,15,-13,-13,5,24
11529,16,19,-10,-31,-4,24
11530,15,11,4,-24,-13,24
11531,23,16,-12,-28,-9,24
11532,15,22,-1,-18,7,24
11533,14,15,1,-10,6,24
11534,14,26,-6,-30,8,24
11535,11,18,-2,-19,-1,24
11536,20,22,12,-20,-4,24
11537,12,12,-7,-23,6,24
11538,23,20,5,-22,2,24
11539,20,18,-3,-1,1,24
11540,19,14,5,-9,1,24
11541,18,13,-4,-19,8,24
11542,3,1,-4,-3,-7,24
11543,24,18,-18,-16,-8,24
11544,15,12,-9,-14,-6,24
11545,26,14,2,-18,7,24
11546,16,13,2,-11,4,24
11547,12,13,-12,-30,3,24
11548,22,14,-9,-11,2,24
11549,22,24,8,-10,11,24
11550,24,14,1,-8,5,24
11551,6,5,-6,-3,6,24
11552,12,14,-12,-16,1,24
11553,13,18,-3,-19,12,24
11554,10,15,-7,-17,11,24
11555,21,16,-6,-21,10,24
11556,16,18,2,-4,6,24
11557,14,24,5,-18,6,24
11558,22,12,-2,-19,5,24
11559,-4,14,-16,-18,-5,24
11560,0,16,-16,-21,9,24
11561,21,19,-9,-18,20,24
11562,24,21,13,0,20,24
11563,13,16,-9,-4,0,24
11564,14,19,3,-19,8,24
11565,25,15,11,-23,-1,24
11566,13,11,-6,-14,0,24
11567,21,19,2,-29,4,24
11568,16,8,3,-22,-6,24
11569,13,9,-10,-22,7,24
11570,20,12,1,-21,-6,24
11571,17,15,-14,-17,-4,24
11572,-6,18,-20,-28,-7,24
11573,12,8,-8,-34,0,24
11574,9,13,0,-26,-1,24
11575,9,8,6,-24,-9,24
11576,22,14,7,-12,6,24
11577,8,18,-20,-6,0,24
11578,15,21,-4,-13,-2,24
11579,16,22,-7,-21,0,24
11580,16,13,13,-20,-2,24
11581,0,2,-9,-24,-6,24
11582,14,17,-21,-7,6,24
11583,13,1,-8,-26,-11,24
11584,16,9,-14,-11,8,24
11585,11,7,-2,-30,-5,24
11586,14,11,-12,-23,3,24
11587,24,21,-6,-16,17,24
11588,9,16,-7,-23,7,24
11589,10,19,-8,-25,-3,24
11590,22,22,0,-18,-7,24
11591,16,11,-6,-23,2,24
11592,14,8,-2,-26,0,24
11593,19,18,0,-21,12,24
11594,22,24,-10,-20,6,24
11595,16,17,-5,-21,2,24
11596,24,22,7,-3,14,24
11597,18,9,11,-9,16,24
11598,24,24,-13,-25,3,25
11599,10,11,-19,-23,-6,25
11600,10,3,-13,-27,-2,25
11601,9,1,-14,-23,-2,25
11602,23,15,5,-24,6,25
11603,17,23,-9,-13,-1,25
11604,22,16,-3,-6,3,25
11605,12,12,-6,-28,1,25
11606,3,22,-7,-16,-2,25
11607,4,9,-18,-27,4,25
11608,14,22,-7,-1,12,25
11609,17,19,3,-15,-8,25
11610,11,14,1,-24,-1,25
11611,17,11,4,-8,10,25
11612,24,16,4,-7,13,25
11613,10,21,-13,-26,-3,25
11614,14,21,-4,-15,15,25
11615,18,8,-3,-24,9,25
11616,9,13,-13,-25,5,25
11617,24,14,-3,-27,11,25
11618,-11,17,-18,-22,2,25
11619,17,17,5,-14,1,25
11620,22,13,3,-31,-9,25
11621,12,19,10,-19,1,25
11622,8,17,-6,-19,3,25
11623,17,16,-6,-17,4,25
11624,20,13,8,-4,9,25
11625,24,23,-2,-10,5,25
11626,12,10,-4,-19,2,25
11627,20,20,9,-5,6,25
11628,3,10,-18,-18,15,25
11629,15,19,1,-11,7,25
11630,16,13,-6,-30,5,25
11631,16,17,3,-31,12,25
11632,11,15,-14,-25,5,25
11633,13,24,8,-17,7,25
11634,8,-6,-3,-19,13,25
11635,15,19,10,-13,4,25
11636,13,7,-15,-25,-2,25
11637,13,15,2,-17,12,25
11638,15,10,-10,-31,-1,25
11639,21,12,13,-17,3,25
11640,23,20,2,-10,5,25
11641,19,22,-8,-21,14,25
11642,20,19,-4,-16,18,25
11643,-4,18,-18,-17,8,25
11644,9,14,5,-21,-14,25
11645,12,15,-9,-22,3,25
11646,5,15,-9,-9,-6,25
11647,18,4,-25,-34,11,25
11648,11,0,-1,-14,7,25
11649,17,16,-3,-11,-1,25
11650,20,24,9,-9,5,25
11651,17,13,10,-4,19,25
11652,6,2,-10,-26,-12,25
11653,11,6,-17,-23,10,25
11654,17,22,-6,-17,-1,25
11655,12,24,-5,-30,1,25
11656,19,13,-23,-34,-7,25
11657,20,18,10,-20,4,25
11658,10,14,-18,-27,-1,25
11659,21,16,9,-28,-2,25
11660,15,15,-21,-19,12,25
11661,6,22,-2,-7,-1,25
11662,21,20,-16,-37,5,25
11663,24,16,2,-15,1,25
11664,6,16,-6,-17,4,25
11665,17,19,1,-20,-8,25
11666,17,7,1,-24,-6,25
11667,-5,15,-14,-22,9,25
11668,21,10,-1,-8,14,25
11669,10,22,4,-13,12,25
11670,22,18,-14,-8,11,25
11671,14,22,-8,-17,3,25
11672,10,7,-10,-18,4,25
11673,25,9,14,-16,10,25
11674,14,20,-10,-19,9,25
11675,16,11,3,-17,1,25
11676,14,26,-10,-6,20,25
11677,22,18,-4,-14,9,25
11678,17,22,0,-7,2,25
11679,25,20,0,-19,5,25
11680,13,15,-10,-16,9,25
11681,23,21,-2,-23,10,25
11682,9,3,-9,-11,0,25
11683,23,7,5,-25,5,25
11684,21,16,-2,-9,-2,25
11685,12,9,-14,-20,10,25
11686,26,23,3,-11,10,25
11687,14,13,4,-10,8,25
11688,8,11,-14,-24,-2,25
11689,24,18,-2,-30,14,25
11690,6,11,-13,-26,5,25
11691,8,11,-13,-17,12,25
11692,6,13,2,-22,1,25
11693,10,18,-6,-21,-5,25
11694,26,16,-14,-30,-4,25
11695,18,19,10,-18,5,25
11696,25,16,14,-6,6,25
11697,23,25,-1,-24,19,25
11698,19,17,8,-19,11,25
11699,24,11,-9,-19,9,25
11700,13,10,-10,-10,7,25
11701,-2,8,-23,-23,-6,25
11702,25,23,7,-5,6,25
11703,7,21,2,-26,7,25
11704,24,15,12,-7,4,25
11705,16,18,-2,-27,6,25
11706,8,9,-2,-34,-6,25
11707,5,15,4,-7,11,25
11708,15,20,-11,-9,9,25
11709,24,25,-5,-18,6,25
11710,21,10,-18,-23,3,25
11711,13,16,-1,-10,13,25
11712,19,24,-12,-12,-3,25
11713,15,25,-14,-19,8,25
11714,17,16,-19,-29,6,25
11715,16,16,2,-15,-2,25
11716,18,21,-1,-22,-11,25
11717,24,16,-13,-17,-3,25
11718,20,17,-3,-24,-4,25
11719,23,20,-5,-20,8,25
11720,13,23,-16,-15,1,25
11721,19,12,6,-6,4,25
11722,16,12,-6,-14,14,25
11723,18,18,9,-37,-3,25
11724,7,21,4,-11,-17,25
11725,12,12,-15,-24,4,25
11726,24,15,-6,-3,1,25
11727,9,9,-11,-25,-5,25
11728,17,6,-12,-4,13,25
11729,18,17,3,-16,-3,25
11730,11,9,-19,-24,-18,25
11731,13,15,-7,-26,6,25
11732,18,6,-17,-18,6,25
11733,14,16,-3,-33,-2,25
11734,19,25,4,-19,-7,25
11735,20,21,-4,-25,0,25
11736,-3,11,-14,-32,2,25
11737,19,10,-7,-11,13,25
11738,16,20,6,-2,5,25
11739,-4,18,-21,-36,14,25
11740,17,14,-8,-5,14,25
11741,-1,3,-13,-32,-10,25
11742,17,19,5,-15,-2,25
11743,18,18,-10,-5,-2,25
11744,21,18,10,-15,10,25
11745,15,9,-7,-12,4,25
11746,22,11,-5,-17,8,25
11747,7,22,-7,-29,0,25
11748,16,15,1,-2,-2,25
11749,16,17,-8,-11,-2,25
11750,16,11,-9,-23,2,25
11751,14,12,-5,-18,6,25
11752,18,2,-22,-34,-16,25
11753,19,8,-7,-16,-1,25
11754,21,19,-2,-19,5,25
11755,11,13,-12,-23,-3,25
11756,12,4,-6,-16,-2,25
11757,4,25,-19,-11,-10,25
11758,4,22,-9,-24,3,25
11759,-2,12,10,-18,3,25
11760,-2,2,-16,-34,11,25
11761,24,18,-11,-23,4,25
11762,24,20,5,-6,9,25
11763,6,10,-17,-28,12,25
11764,18,7,-6,-17,3,25
11765,24,21,12,-15,6,25
11766,26,23,4,2,12,25
11767,20,17,4,-13,4,25
11768,4,20,-15,-30,-3,25
11769,11,14,-14,-15,-2,25
11770,15,13,-18,-38,-10,25
11771,8,14,-10,-29,5,25
11772,18,7,-1,-28,11,25
11773,17,8,-10,-10,5,25
11774,20,25,5,-5,11,25
11775,22,20,-3,-19,7,25
11776,26,24,11,-18,1,25
11777,7,8,-9,-20,1,25
11778,21,18,-6,-16,6,25
11779,11,17,6,-21,0,25
11780,17,14,-5,-25,5,25
11781,10,5,-6,-23,-4,25
11782,2,17,-9,-5,6,25
11783,6,7,-14,-18,8,25
11784,16,22,3,-17,-7,25
11785,11,22,12,-23,13,25
11786,7,21,-8,-17,6,25
11787,24,21,-4,-11,8,25
11788,13,15,-1,-15,6,25
11789,15,9,-1,-23,0,25
11790,12,11,3,-8,9,25
11791,12,15,-3,-25,-5,25
11792,16,17,-15,-22,0,25
11793,19,23,-4,-21,7,25
11794,15,11,-2,-21,6,25
11795,25,23,4,-15,11,25
11796,14,21,-6,-30,3,25
11797,17,12,6,-17,3,25
11798,16,14,-9,-22,11,25
11799,3,15,-11,-25,-3,25
11800,19,5,2,-5,10,25
11801,17,4,-8,-17,12,25
11802,15,8,-7,-9,8,25
11803,21,24,-1,-8,5,25
11804,25,25,1,-10,10,25
11805,12,9,-7,-17,-2,25
11806,14,21,5,-11,-5,25
11807,-5,2,-14,-21,3,25
11808,10,14,-1,-16,4,25
11809,22,16,6,-5,13,25
11810,19,11,9,-7,-7,25
11811,23,22,7,-22,5,25
11812,17,11,6,-24,7,25
11813,14,19,-7,-13,4,25
11814,11,16,-9,-12,6,25
11815,24,14,2,-16,18,25
11816,22,21,6,-4,15,25
11817,1,15,-15,-21,10,25
11818,15,15,1,-23,10,25
11819,9,14,-4,-21,2,25
11820,22,18,-5,-21,9,25
11821,18,6,3,-34,-2,25
11822,1,10,-20,-27,4,25
11823,13,21,6,-10,-3,25
11824,16,9,-14,-23,-3,25
11825,24,9,2,-11,10,25
11826,20,25,-10,-30,5,25
11827,24,26,6,-30,3,25
11828,17,20,-16,-20,10,25
11829,8,6,-6,-25,-3,25
11830,23,8,0,-9,13,25
11831,12,17,-8,-21,1,25
11832,21,13,2,-10,14,25
11833,16,17,8,-19,10,25
11834,18,20,-14,-20,16,25
11835,23,17,-4,-29,3,25
11836,17,18,-22,-21,1,25
11837,19,19,3,-14,9,25
11838,17,14,1,-27,-6,25
11839,18,16,2,-9,0,25
11840,3,14,-12,-4,-1,25
11841,18,10,-6,-21,2,25
11842,16,12,-6,-12,2,25
11843,9,13,-11,-30,11,25
11844,19,3,-1,-15,-3,25
11845,22,9,-12,-2,15,25
11846,21,10,-12,-18,11,25
11847,18,16,-8,-27,6,25
11848,-4,21,6,-2,6,25
11849,25,26,12,-16,8,25
11850,6,16,-13,-22,5,25
11851,12,16,2,-20,7,25
11852,18,23,-14,-15,4,25
11853,23,15,-2,-15,4,25
11854,10,13,-11,-33,9,25
11855,23,10,-16,-21,18,25
11856,13,19,-16,-17,17,25
11857,23,13,9,-15,-7,25
11858,14,4,-14,-29,1,25
11859,25,21,6,-7,20,25
11860,17,18,-12,-19,11,25
11861,-2,21,-20,-21,2,25
11862,15,22,1,-3,6,25
11863,11,19,-7,-12,-5,25
11864,17,20,3,-7,9,25
11865,17,23,-2,-27,4,25
11866,16,16,6,-21,1,25
11867,23,22,-15,-22,8,25
11868,14,26,7,-20,7,25
11869,5,5,-5,-15,2,25
11870,10,12,-14,-6,11,25
11871,4,16,-13,-26,0,25
11872,18,19,4,-22,5,25
11873,14,9,-9,-14,8,25
11874,21,13,-9,-11,-4,25
11875,16,23,0,-35,2,25
11876,16,16,2,0,7,25
11877,3,3,-13,-27,-8,25
11878,12,22,7,-5,8,25
11879,15,21,-1,-18,9,25
11880,9,5,-18,-24,-5,25
11881,15,23,-5,-17,2,25
11882,14,12,-14,-16,13,25
11883,23,19,-6,-22,14,25
11884,10,5,-11,-28,-1,25
11885,10,13,-15,-25,-2,25
11886,15,25,-5,-25,16,25
11887,6,15,-1,-11,-1,25
11888,19,15,1,-13,6,25
11889,23,26,7,-16,2,25
11890,9,14,-3,-21,2,25
11891,16,9,-9,-20,-3,25
11892,12,16,-17,-18,19,25
11893,8,2,-18,-30,-4,25
11894,24,21,8,-11,9,25
11895,13,12,5,-5,17,25
11896,15,18,-12,-8,12,25
11897,6,21,-5,-17,-4,25
11898,16,11,-4,-10,7,25
11899,-8,15,-8,-28,8,25
11900,-2,10,-18,-22,0,25
11901,3,11,-23,-24,6,25
11902,14,14,-8,-19,0,25
11903,-10,22,-6,-26,10,25
11904,26,14,-14,-32,-4,25
11905,17,20,-2,-12,14,25
11906,22,10,-17,-19,11,25
11907,10,2,-14,-27,4,25
11908,14,15,-7,-13,0,25
11909,23,22,12,-10,7,25
11910,15,17,0,-10,12,25
11911,17,17,-10,-16,9,25
11912,13,15,-4,-22,5,25
11913,22,18,-6,-34,8,25
11914,7,8,-17,-34,-2,25
11915,13,24,9,-11,15,25
11916,12,10,-9,-16,5,25
11917,25,23,12,-10,20,25
11918,25,18,10,-3,16,25
11919,6,7,-20,-22,8,25
11920,15,15,-12,-29,-8,25
11921,13,17,-11,-14,1,25
11922,8,19,-9,-12,15,25
11923,24,25,-15,-29,18,25
11924,14,15,-9,-22,3,25
11925,14,16,-10,-13,13,25
11926,15,15,-6,-19,1,25
11927,25,10,-5,-15,11,25
11928,16,25,-15,-25,1,25
11929,21,19,9,-24,-10,25
11930,23,13,-2,-25,9,25
11931,9,0,-14,-26,10,25
11932,12,19,1,-15,11,25
11933,22,23,-8,-23,11,25
11934,14,17,1,-15,-3,25
11935,23,16,-13,-20,1,25
11936,19,22,5,-20,-1,25
11937,18,21,-21,-30,16,25
11938,18,15,-10,-32,6,25
11939,16,20,-2,-10,7,25
11940,16,17,-5,-19,6,25
11941,19,20,-3,-28,0,25
11942,23,19,-2,-11,-1,25
11943,10,22,-6,-21,4,25
11944,16,14,-6,-24,1,25
11945,15,18,-8,-5,8,25
11946,8,10,1,-26,-7,25
11947,21,17,-5,-18,0,25
11948,11,21,4,-11,17,25
11949,12,15,-3,-23,2,25
11950,9,23,-9,-31,3,25
11951,26,14,2,-25,5,25
11952,16,22,-3,-1,9,25
11953,21,20,0,-13,0,25
11954,18,13,-3,-21,1,25
11955,11,19,-1,-13,5,25
11956,15,13,1,-22,4,25
11957,12,13,-9,-21,-1,25
11958,13,9,-9,-27,-1,25
11959,20,14,4,-18,-1,25
11960,19,3,-8,-35,6,25
11961,12,18,6,-14,-1,25
11962,13,18,-5,-19,11,25
11963,2,2,-2,-6,0,25
11964,23,18,13,-20,7,25
11965,8,4,-12,-25,-8,25
11966,26,18,12,-24,-1,25
11967,20,13,-6,-21,10,25
11968,22,11,-9,-18,7,25
11969,21,26,-17,-28,1,25
11970,18,16,6,-29,1,25
11971,18,9,-1,-26,-7,25
11972,10,11,-13,-26,9,25
11973,12,15,-16,-24,10,25
11974,12,21,-19,-17,2,25
11975,14,13,-10,-16,3,25
11976,16,22,10,-25,-1,25
11977,7,13,-2,-20,4,25
11978,12,15,-10,-31,7,25
11979,25,18,0,-12,7,25
11980,17,16,-9,-15,3,25
11981,6,8,-5,-7,-7,25
11982,14,12,-7,-28,7,25
11983,19,10,-10,-14,3,25
11984,19,21,-15,-22,5,25
11985,-7,21,-22,-9,10,25
11986,20,19,3,-11,17,25
11987,10,17,-20,-21,5,25
11988,15,23,-9,-27,1,25
11989,11,21,-8,-3,15,25
11990,9,21,-16,-13,4,25
11991,11,22,-23,-26,9,25
11992,24,13,0,-22,16,25
11993,22,5,1,-19,-4,25
11994,0,20,-17,-16,4,25
11995,18,16,-5,-12,11,25
11996,10,9,-12,-22,3,25
11997,24,23,5,-4,12,25
11998,-7,6,-15,-2,6,25
11999,22,23,10,-26,3,25
12000,12,19,-4,-25,-6,25
12001,19,13,-5,-11,10,25
12002,22,17,9,-22,6,25
12003,11,11,-19,-32,-7,25
12004,7,10,-17,-19,-2,25
12005,15,13,-6,-25,8,25
12006,26,21,-2,-11,20,25
12007,9,16,-3,-14,10,25
12008,13,14,-22,-25,4,25
12009,25,24,-15,-27,9,25
12010,17,11,-7,-22,6,25
12011,2,14,-17,-28,-6,25
12012,14,3,-5,-15,11,25
12013,12,25,12,-27,-5,25
12014,13,15,-3,-12,6,25
12015,21,21,-9,-16,11,25
12016,21,23,12,-12,16,25
12017,12,15,-7,-20,-2,25
12018,14,18,-2,-20,8,25
12019,11,9,-17,-20,12,25
12020,23,18,-2,-10,13,25
12021,18,20,8,1,10,25
12022,25,21,-16,-20,1,25
12023,1,12,-15,-14,3,25
12024,18,23,6,-26,0,25
12025,23,4,-6,-30,7,25
12026,13,18,-15,-12,10,25
12027,12,22,2,-26,-1,25
12028,15,19,4,-7,10,25
12029,13,19,-20,-28,-4,25
12030,10,7,-8,-28,4,25
12031,10,2,-9,-27,0,25
12032,23,17,1,-6,11,25
12033,18,22,-2,-30,4,25
12034,21,7,0,-9,2,25
12035,16,17,-7,-18,-6,25
12036,26,23,4,-5,7,25
12037,21,24,6,-7,6,25
12038,20,6,-12,-33,-6,25
12039,21,16,2,-9,10,25
12040,-5,14,-13,-6,4,25
12041,16,19,1,-28,0,25
12042,16,21,0,-24,17,25
12043,19,10,-12,-22,9,25
12044,12,10,-9,-25,6,25
12045,12,10,-10,-26,8,25
12046,11,19,-4,-10,-1,25
12047,8,9,5,-34,-1,25
12048,10,18,-6,-33,5,25
12049,25,20,13,-5,3,25
12050,26,21,-6,-8,16,25
12051,23,23,7,2,7,25
12052,16,8,-8,-18,0,25
12053,20,23,-5,-8,6,25
12054,13,7,-11,-5,3,25
12055,24,18,-2,-10,9,25
12056,-5,12,-21,-19,-2,25
12057,15,24,8,-7,9,25
12058,-10,4,-12,-11,3,25
12059,8,9,-11,-19,1,25
12060,20,11,-2,-12,11,25
12061,25,20,13,-8,16,25
12062,14,13,2,-19,8,25
12063,22,17,14,-2,17,25
12064,22,21,13,-11,18,25
12065,3,16,-13,-23,8,25
12066,22,17,1,-20,5,25
12067,21,12,7,-4,12,25
12068,20,25,4,-27,12,25
12069,14,16,-4,-4,1,25
12070,-4,22,-19,-22,11,25
12071,19,13,-18,-29,9,25
12072,11,6,-12,-29,-4,25
12073,16,10,-11,-4,-3,25
12074,12,17,0,-14,7,25
12075,16,19,-10,-12,7,25
12076,2,15,-4,-15,7,25
12077,11,13,3,-12,-9,25
12078,12,9,3,-19,-5,25
12079,15,17,-1,-13,0,25
12080,13,13,-2,-26,4,25
12081,14,13,-12,-24,4,25
12082,17,7,-22,-14,10,25
12083,7,9,-15,-19,-10,25
12084,17,23,-8,-4,8,25
12085,20,14,4,-9,3,25
12086,18,15,-10,-16,7,25
12087,15,18,-11,-20,-2,25
12088,10,9,-14,-21,1,25
12089,14,16,-5,-24,3,25
12090,15,21,-9,-28,13,25
12091,18,20,7,-9,8,25
12092,14,10,-2,-12,5,25
12093,13,9,-2,-27,7,25
12094,21,14,-5,-18,11,25
12095,4,5,-11,-16,-6,25
12096,24,17,13,-17,4,25
12097,17,21,-8,-9,6,25
12098,11,21,-24,-24,16,25
12099,16,23,-5,-20,-9,25
12100,17,15,3,-20,17,25
12101,1,8,-6,-2,-7,25
12102,22,21,-1,-6,9,25
12103,-7,17,-10,-28,-4,25
12104,18,13,-11,-25,-1,25
12105,13,10,-2,-14,10,25
12106,23,21,10,-6,9,25
12107,16,12,3,-26,-3,25
12108,20,24,-9,-26,-1,25
12109,17,19,2,-23,7,25
12110,0,17,-9,-19,-2,25
12111,9,16,-10,-26,1,25
12112,15,3,-24,-36,5,25
12113,23,18,8,-7,4,25
12114,10,9,0,-22,7,25
12115,13,8,0,-10,0,25
12116,15,12,-10,-28,8,25
12117,19,22,-1,-6,9,25
12118,15,23,1,-32,-11,25
12119,7,12,-12,-10,8,25
12120,7,6,-6,-14,3,25
12121,16,12,-10,-28,1,25
12122,10,0,-8,-24,-1,25
12123,12,18,-6,-25,-2,25
12124,15,7,-10,-23,-1,25
12125,15,12,-8,-19,9,25
12126,15,26,-16,-19,-4,25
12127,13,17,-10,-31,0,25
12128,18,9,-14,-28,4,25
12129,13,3,-1,-18,-1,25
12130,4,9,-7,-23,16,25
12131,15,23,0,-17,0,25
12132,25,14,-9,-4,8,25
12133,15,22,-6,-24,2,25
12134,0,15,-10,-22,4,25
12135,23,12,-1,-13,12,25
12136,20,14,8,-10,0,25
12137,23,21,7,-11,2,25
12138,26,25,1,-12,2,25
12139,11,12,-9,-20,5,25
12140,5,18,-25,-24,-4,25
12141,12,10,-7,-12,7,25
12142,18,12,-9,-3,6,25
12143,16,15,-16,-24,8,25
12144,8,10,-2,-7,3,25
12145,22,23,3,-17,4,25
12146,9,17,2,-16,-3,25
12147,-6,14,-15,-33,7,25
12148,16,17,0,-16,13,25
12149,3,13,-12,-8,7,25
12150,22,20,13,-16,4,25
12151,22,16,7,-24,1,25
12152,-4,13,-7,-38,5,25
12153,15,16,-2,-21,-9,25
12154,2,19,1,-11,6,25
12155,23,16,7,-18,11,25
12156,21,14,10,-4,14,25
12157,11,13,-12,-22,5,25
12158,15,7,-10,-25,14,25
12159,20,11,-18,-21,6,25
12160,25,15,-2,-28,14,25
12161,18,17,-12,-26,7,25
12162,7,5,4,-6,15,25
12163,20,11,-2,-18,2,25
12164,14,12,6,-22,1,25
12165,13,11,-12,-18,6,25
12166,-4,10,-14,-14,-1,25
12167,26,20,4,-7,12,25
12168,1,6,8,-26,-6,25
12169,19,20,-3,-18,7,25
12170,13,24,0,-13,-7,25
12171,25,14,8,-13,7,25
12172,18,25,-11,-7,14,25
12173,23,13,6,-20,18,25
12174,11,12,-6,-15,10,25
12175,17,17,-5,-23,4,25
12176,23,16,2,-10,9,25
12177,4,18,-7,-19,2,25
12178,15,22,-7,-8,8,25
12179,20,18,7,-26,-9,25
12180,21,21,13,-18,-1,25
12181,12,13,-14,-21,-7,25
12182,12,24,-1,-19,6,25
12183,16,17,-2,-1,9,25
12184,15,11,-3,-23,17,25
12185,7,12,-11,-17,-6,25
12186,13,16,4,-4,5,25
12187,17,23,-9,-23,10,25
12188,19,22,-16,-17,13,25
12189,25,20,9,-14,1,25
12190,15,16,0,-14,6,25
12191,4,11,-22,-16,11,25
12192,17,14,0,-12,17,25
12193,18,23,1,-15,2,25
12194,12,6,-10,-26,-2,25
12195,13,6,-4,-18,11,25
12196,14,18,-10,-18,5,25
12197,21,19,-8,-15,5,25
12198,24,12,6,1,8,25
12199,20,17,-18,-38,8,25
12200,13,7,-13,-8,13,25
12201,24,19,9,-12,4,25
12202,19,13,11,-4,3,25
12203,19,9,-10,-20,3,25
12204,17,17,-1,-6,-2,25
12205,16,11,3,-19,1,25
12206,21,11,-12,-16,8,25
12207,9,9,0,-23,11,25
12208,14,20,-5,-17,3,25
12209,11,9,-16,-27,4,25
12210,18,22,-5,-26,6,25
12211,10,5,-8,-26,-2,25
12212,-2,23,5,-10,10,25
12213,14,2,-9,-18,3,25
12214,5,17,-11,-15,-9,25
12215,16,11,-10,-6,-4,25
12216,23,12,-11,-22,8,25
12217,15,20,-4,-17,6,25
12218,20,14,-1,-10,10,25
12219,20,14,-8,-7,5,25
12220,17,26,-9,-28,2,25
12221,7,11,-22,-20,-5,25
12222,24,17,-6,-18,7,25
12223,10,15,1,-17,7,25
12224,11,9,-9,-18,2,25
12225,-4,20,-23,-10,10,25
12226,25,26,7,-9,17,25
12227,6,7,-11,-5,13,25
12228,3,19,1,-16,-1,25
12229,19,8,2,-14,9,25
12230,5,16,-9,-25,14,25
12231,12,19,-8,-29,11,25
12232,14,21,-3,-12,7,25
12233,22,21,-6,-16,3,25
12234,18,14,-6,-3,0,25
12235,1,19,-21,-7,-6,25
12236,19,7,-7,-14,7,25
12237,9,24,7,-28,3,25
12238,16,14,-13,-33,5,25
12239,13,15,1,-14,0,25
12240,20,8,-4,-20,2,25
12241,-5,15,-4,-4,13,25
12242,9,25,-4,-19,6,25
12243,17,25,-7,-18,0,25
12244,11,18,6,-14,-8,25
12245,24,22,-2,-13,4,25
12246,17,18,-6,-27,0,25
12247,14,9,-12,-26,3,25
12248,15,15,-16,-7,10,25
12249,26,24,7,0,8,25
12250,24,10,-6,-24,4,25
12251,13,7,-15,-24,2,25
12252,23,21,-8,-21,2,25
12253,12,21,-3,-15,9,25
12254,20,21,7,-23,5,25
