,gender,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,N1,N2,N3,N4,N5,N6,N7,N8,N9,N10,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,O1,O2,O3,O4,O5,O6,O7,O8,O9,O10,E_Tot,N_Tot,A_Tot,C_Tot,O_Tot
9595,1,2,4,2,3,4,2,3,2,5,4,2,2,2,4,4,2,4,4,2,2,2,3,5,5,1,4,2,4,4,4,4,5,3,5,4,4,2,5,4,3,4,4,3,4,4,5,4,2,2,5,31,28,34,39,37
9596,2,1,2,3,1,4,2,3,2,1,5,1,3,1,3,4,3,3,3,5,4,5,5,5,5,5,5,5,4,5,5,5,1,2,3,5,2,4,5,5,3,5,3,3,3,3,5,3,2,5,4,24,30,49,35,36
9597,1,2,2,4,2,2,3,2,1,4,2,4,2,2,3,2,2,4,4,4,3,5,4,5,5,5,5,4,4,3,5,4,2,5,5,3,1,1,5,5,5,5,3,4,4,4,4,5,3,4,4,24,30,45,36,40
9598,2,1,1,2,1,1,1,1,1,1,1,1,3,1,2,3,4,3,5,2,4,4,2,3,4,3,4,2,3,3,3,3,3,5,3,2,2,4,3,3,4,3,5,4,5,4,4,5,5,5,3,11,28,31,32,43
9599,2,3,3,5,3,5,4,5,3,3,3,2,2,2,3,4,3,5,5,1,2,5,5,5,4,5,5,5,5,4,5,4,4,4,5,5,5,5,5,5,5,4,3,4,4,5,4,5,4,5,5,37,29,48,47,43
9600,1,4,3,4,5,5,3,2,2,5,1,4,3,2,3,2,1,3,5,1,5,5,5,2,5,5,5,5,5,5,5,4,4,5,5,3,3,5,5,5,5,5,2,5,4,5,5,5,4,4,5,34,29,47,44,44
9601,2,1,1,2,1,1,1,1,2,1,1,2,3,1,4,2,2,2,2,3,2,2,2,4,5,2,4,1,3,5,2,3,3,5,2,4,2,4,1,4,3,3,3,5,5,3,5,3,3,5,5,12,23,30,31,40
9602,1,3,3,3,2,4,3,3,3,3,3,2,2,3,4,4,4,4,4,3,4,3,4,3,4,4,4,4,4,4,4,3,3,4,3,3,3,2,4,3,4,2,3,4,3,3,4,4,3,2,3,30,34,38,32,31
9603,2,4,5,5,4,5,4,5,4,4,4,2,4,2,4,4,4,5,2,4,2,5,5,5,4,5,2,4,4,4,4,4,1,5,4,4,4,2,4,4,5,5,5,5,5,4,5,4,4,4,5,44,33,42,37,46
9604,2,2,3,2,2,5,5,2,1,3,1,5,5,3,1,4,2,2,2,2,2,5,5,4,5,5,2,4,3,5,4,4,4,4,4,2,3,4,4,2,4,5,5,5,5,4,5,5,5,5,3,26,28,42,35,47
9605,2,1,5,5,4,3,4,3,1,4,3,3,4,1,3,2,3,1,2,2,4,5,5,5,5,5,5,5,5,5,4,3,4,4,4,5,5,5,5,5,2,4,3,5,2,3,5,5,3,5,3,33,25,49,42,38
9606,2,5,3,5,4,4,4,3,2,5,3,1,3,2,3,3,2,3,3,2,3,4,4,5,2,3,3,3,3,3,4,4,5,3,5,5,3,4,3,5,3,3,2,3,3,3,3,4,2,5,2,38,25,34,40,30
9607,2,3,4,2,2,2,2,2,4,3,4,1,3,1,5,1,1,1,1,1,4,2,3,5,5,1,5,4,5,5,5,3,2,4,4,2,5,3,2,1,2,3,4,5,5,3,4,4,2,5,2,28,19,40,28,37
9608,2,1,5,5,3,5,5,3,1,2,2,2,3,1,5,5,2,3,5,5,5,5,5,5,5,5,5,5,3,3,5,3,1,5,5,5,5,4,5,5,5,2,1,2,3,3,3,2,1,2,4,32,36,46,43,23
9609,1,1,3,4,3,2,4,1,3,3,3,4,3,1,3,1,2,4,4,2,4,5,3,5,5,3,4,4,3,5,5,3,5,5,2,2,2,5,3,2,4,3,3,4,2,4,4,4,4,4,4,27,28,42,33,36
9610,1,3,1,4,3,4,4,4,2,2,4,2,4,2,4,3,3,2,2,2,4,5,4,5,4,5,4,3,4,4,5,4,2,4,5,4,2,4,4,4,5,4,4,4,4,4,4,4,3,5,4,31,28,43,38,40
9611,1,3,4,2,3,2,3,1,4,5,1,3,3,2,2,2,4,2,2,2,3,2,2,3,3,2,3,2,4,2,5,4,2,5,5,1,2,3,4,4,5,5,5,4,5,5,5,5,5,5,5,28,25,28,35,49
9612,2,4,4,2,3,3,4,4,4,4,2,3,4,3,3,3,4,4,4,2,3,4,4,5,5,5,4,4,5,5,3,4,4,5,4,4,2,5,3,4,3,4,3,3,5,4,3,4,1,4,3,34,33,44,38,34
9613,1,2,2,3,2,2,5,2,1,3,2,2,4,3,3,2,3,3,3,4,3,2,2,2,3,3,4,2,4,4,2,3,2,4,4,3,2,4,4,3,4,5,5,3,5,4,4,5,5,4,4,24,30,28,33,44
9614,2,4,5,5,4,4,5,5,4,5,4,2,3,5,3,4,4,3,3,3,4,5,4,4,5,4,4,5,2,4,5,5,3,3,4,4,5,3,3,5,4,5,5,4,5,4,5,4,4,4,4,45,34,42,39,44
9615,2,3,2,2,2,2,2,1,1,2,1,1,3,2,4,2,2,2,2,2,2,4,2,2,4,3,4,3,4,4,3,2,3,4,2,2,3,4,2,4,3,4,4,4,4,2,4,3,4,4,4,18,22,33,29,37
9616,2,4,4,5,5,5,5,5,5,5,5,5,5,4,5,3,5,5,5,4,5,4,4,5,4,4,4,5,4,5,5,5,4,5,4,3,4,4,3,3,4,4,5,5,5,5,5,5,4,4,5,48,46,44,39,47
9617,2,4,5,5,5,5,5,5,4,5,4,3,4,3,4,5,4,3,4,4,5,5,5,5,4,5,5,5,5,4,5,3,2,4,5,3,3,4,3,2,3,1,4,3,4,4,5,4,3,3,4,47,39,48,32,35
9618,1,4,5,4,5,5,5,3,4,4,5,4,3,2,3,4,4,4,4,4,3,2,5,4,2,5,3,5,2,5,3,4,4,4,5,3,2,3,5,2,5,5,5,5,4,5,5,4,3,5,4,44,35,36,37,45
9619,2,4,4,4,2,4,4,2,3,4,4,4,2,2,2,3,3,2,3,3,4,4,4,4,4,3,2,4,3,4,4,3,2,4,3,2,4,2,3,2,4,5,4,4,4,4,4,5,4,4,4,35,28,36,29,42
9620,1,3,3,3,4,3,4,3,3,3,3,4,4,4,2,4,4,2,4,4,4,3,3,4,3,3,3,4,3,4,4,4,5,4,4,4,5,3,4,4,4,4,5,3,5,4,5,4,3,3,5,32,36,34,41,41
9621,1,3,4,3,2,4,3,3,4,4,3,5,4,3,3,3,4,4,4,4,3,4,3,4,4,4,4,2,4,4,4,3,3,5,4,3,4,3,3,4,4,3,4,3,4,3,4,4,2,3,4,33,37,37,36,34
9622,2,2,3,3,2,2,3,1,5,1,1,4,5,3,3,5,4,5,5,5,5,5,5,5,5,4,5,5,5,5,4,4,4,5,5,5,5,5,5,4,5,5,4,5,4,5,5,4,3,4,4,23,44,48,47,43
9623,2,5,5,5,5,3,4,2,4,5,3,1,5,1,5,5,3,1,1,3,3,5,5,5,5,4,5,3,5,5,5,5,1,1,5,3,1,4,1,1,5,1,5,5,5,3,3,5,1,4,4,41,28,47,27,36
9624,2,1,3,3,3,3,3,5,1,2,1,1,2,1,1,2,1,1,1,1,3,5,4,3,4,4,5,4,5,4,3,5,5,5,5,2,4,5,5,1,5,3,5,4,4,5,4,5,4,5,5,25,14,41,42,44
9625,2,4,5,4,4,5,5,4,3,4,4,3,5,3,3,3,5,4,5,5,4,4,4,4,4,4,5,3,4,3,4,3,3,3,3,1,3,2,1,2,3,4,4,5,4,4,5,5,4,3,4,42,40,39,24,42
9626,2,5,5,5,5,1,5,1,3,5,1,1,1,1,1,5,2,2,1,1,1,1,5,5,5,5,5,3,4,5,5,5,5,3,5,5,5,1,5,5,5,3,3,3,1,3,5,3,1,5,5,36,16,43,44,32
9627,1,5,4,4,3,5,4,5,3,4,3,3,3,1,2,3,3,2,2,2,3,2,4,3,5,3,5,4,4,4,5,5,3,4,4,3,2,4,4,4,4,5,5,5,5,4,2,3,1,4,5,40,24,39,37,39
9628,1,3,4,3,2,3,2,2,1,1,4,5,3,4,4,5,3,3,4,4,5,4,4,5,4,4,5,4,4,3,3,4,5,4,5,2,4,4,3,4,4,3,5,2,5,4,2,4,2,4,4,25,40,40,39,35
9629,2,2,3,2,3,4,5,1,2,1,1,1,2,1,3,2,1,3,3,4,1,4,2,4,2,2,5,3,4,3,4,3,3,2,3,2,4,4,4,4,4,5,4,4,5,5,4,5,3,5,5,24,21,33,33,45
9630,1,4,5,4,4,4,5,4,4,4,4,4,4,3,4,4,3,4,3,2,4,4,3,4,2,3,4,3,2,2,4,3,2,3,3,2,3,3,2,2,3,5,5,3,4,3,5,4,4,3,3,42,35,31,26,39
9631,2,1,1,1,1,1,1,1,1,1,1,5,5,1,5,1,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,1,5,1,1,1,5,1,5,1,5,5,5,5,5,5,5,5,5,5,10,38,50,26,50
9632,2,2,4,4,5,4,4,2,2,2,3,3,3,2,2,3,3,4,4,3,4,4,4,3,3,3,4,3,3,3,4,3,4,4,4,4,4,5,3,3,4,3,3,3,3,4,4,4,2,3,4,32,31,34,38,33
9633,2,4,4,4,3,5,4,5,1,2,5,2,3,2,2,1,4,2,2,2,3,2,5,2,3,3,3,3,3,3,4,3,2,5,3,1,4,4,3,3,4,5,4,5,4,4,4,5,5,4,4,37,23,31,32,44
9634,2,2,1,1,1,1,1,3,4,4,1,2,3,2,2,3,3,3,4,3,2,5,4,3,5,5,5,5,3,4,3,2,3,5,4,1,2,2,4,1,5,3,5,4,5,4,4,5,3,5,5,19,27,42,29,43
9635,1,4,4,5,3,4,4,4,2,5,3,3,5,4,2,5,4,4,5,4,2,4,5,5,5,5,4,5,4,5,4,2,2,2,3,1,1,4,3,2,3,3,4,5,4,3,5,4,3,5,3,38,38,46,23,39
9636,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,2,2,3,4,3,1,5,2,5,5,5,5,3,3,4,3,3,2,3,3,1,2,5,3,1,2,2,2,2,3,2,3,2,2,4,2,12,19,40,25,24
9637,2,5,5,5,5,5,5,4,5,5,5,2,2,1,4,3,2,3,2,3,4,4,5,4,4,5,4,5,3,4,3,4,2,5,4,3,4,3,4,3,5,5,3,5,4,4,5,4,5,3,5,49,26,41,37,43
9638,2,1,2,1,1,1,2,1,1,1,1,4,4,1,1,2,4,1,2,2,2,5,2,4,2,4,2,2,4,3,1,1,2,5,1,1,2,1,2,1,1,1,3,4,2,1,3,4,1,5,4,12,23,29,17,28
9639,2,1,1,1,1,1,5,1,1,1,1,1,5,1,1,4,1,2,4,2,1,4,4,5,5,5,4,5,1,1,5,1,1,4,5,1,4,1,1,1,1,1,5,4,4,5,5,1,1,5,5,14,22,39,20,36
9640,2,1,2,4,3,3,3,2,2,3,3,3,3,1,3,3,2,2,2,3,4,2,5,5,4,4,3,4,4,4,3,3,2,4,2,2,4,3,2,2,2,2,3,3,4,3,2,3,1,4,2,26,26,38,26,27
9641,2,3,3,5,3,3,3,5,3,4,3,4,3,2,4,5,4,4,5,3,4,5,4,5,2,5,5,4,5,4,4,2,5,4,5,4,5,3,5,3,4,5,5,5,5,5,5,5,5,3,5,35,38,43,40,48
9642,2,1,4,3,4,3,5,1,4,4,2,1,1,1,2,4,2,2,2,2,2,4,4,4,4,4,4,4,3,3,2,5,4,5,4,2,4,5,5,4,4,4,5,4,4,5,4,5,4,4,4,31,19,36,42,43
9643,2,4,5,5,5,5,5,5,4,4,5,1,2,2,3,3,3,1,3,3,3,5,5,4,5,5,5,5,4,5,4,1,1,1,1,1,1,1,2,1,1,5,2,5,4,4,5,2,4,2,4,47,24,47,11,37
9644,2,3,3,4,4,4,2,5,4,5,3,3,2,1,5,3,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,1,5,5,5,5,5,5,4,5,4,5,5,5,5,5,37,38,50,45,48
9645,1,2,5,2,3,5,5,3,2,2,3,1,1,1,1,1,3,1,2,3,1,5,5,4,5,4,5,4,4,5,4,1,1,2,2,1,1,5,3,3,2,5,5,5,5,5,5,3,4,5,4,32,15,45,21,46
9646,2,3,4,4,4,3,4,2,4,4,3,2,3,2,3,4,4,3,4,2,4,3,4,5,3,4,3,4,3,2,3,4,2,4,5,2,4,3,4,3,4,4,4,4,4,4,4,4,4,3,4,35,31,34,35,39
9647,2,3,5,5,3,4,5,4,3,2,3,5,5,2,5,4,4,4,5,3,5,5,5,5,5,5,5,5,5,4,4,4,4,4,5,4,5,5,5,5,5,3,5,3,5,4,5,5,3,4,4,37,42,48,46,41
9648,2,2,4,3,4,3,3,3,4,2,1,3,2,2,3,3,3,3,3,3,4,5,5,4,5,4,4,4,4,4,3,3,3,4,3,2,3,4,4,2,4,5,5,5,5,4,5,4,4,5,4,29,29,42,32,46
9649,2,3,4,5,4,4,5,2,4,4,3,4,4,3,4,4,3,2,4,4,4,5,5,4,5,4,3,4,5,4,4,3,2,3,3,2,3,1,3,2,2,4,4,4,4,3,4,3,3,5,3,38,36,43,24,37
9650,2,4,4,5,5,5,4,5,4,5,4,2,2,2,2,3,2,2,2,2,3,2,4,4,4,3,3,4,3,4,4,3,2,2,4,1,2,1,3,1,3,4,5,5,5,4,5,4,4,5,4,45,22,35,22,45
9651,1,1,1,1,1,2,1,1,1,5,1,3,4,1,3,2,3,2,4,3,2,2,2,5,2,4,3,3,3,4,2,2,5,4,1,2,2,2,3,3,2,2,3,5,4,2,3,4,2,4,2,15,27,30,26,31
9652,2,4,4,4,5,5,4,2,4,3,2,1,4,2,3,4,4,5,5,4,5,4,5,4,4,5,3,5,4,4,4,4,5,3,3,2,4,5,2,5,5,4,1,5,2,3,5,4,1,5,4,37,37,42,38,34
9653,2,4,4,4,2,4,1,5,3,5,1,3,4,1,1,3,3,3,4,3,2,5,4,2,5,5,5,5,5,5,5,3,1,5,2,3,2,1,5,4,5,3,3,4,3,4,5,4,4,5,5,33,27,46,31,40
9654,2,1,3,4,2,3,4,2,4,4,2,2,3,2,2,3,3,3,4,3,3,5,5,4,5,5,5,5,4,5,3,4,1,4,3,2,2,4,5,3,4,5,5,4,3,4,5,3,5,4,4,29,28,46,32,42
9655,1,3,1,5,2,3,2,3,2,3,2,5,5,4,2,5,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,5,5,5,4,4,4,4,4,4,5,4,5,4,5,5,4,3,4,4,26,41,39,43,43
9656,1,4,1,4,2,2,1,2,2,2,2,2,4,2,4,2,4,2,2,4,2,2,5,3,4,5,3,4,3,3,4,2,2,5,3,3,3,5,3,5,4,5,2,5,3,4,4,5,4,3,4,22,28,36,35,39
9657,2,1,4,3,3,2,4,2,3,2,1,1,2,1,4,2,4,2,2,2,3,1,4,5,5,4,5,4,5,5,5,5,1,5,4,5,4,4,4,4,4,2,2,2,3,4,4,3,2,5,4,25,23,43,40,31
9658,1,1,2,2,2,2,2,1,2,3,2,5,5,4,4,5,5,4,4,5,5,5,3,5,4,4,5,4,4,4,4,4,3,5,4,3,4,3,3,3,4,3,3,3,4,3,4,3,3,4,3,19,46,42,36,33
9659,1,1,2,3,2,1,3,1,4,2,1,4,5,4,4,3,4,4,5,2,5,4,4,5,4,3,3,3,2,3,2,3,3,4,4,1,2,3,4,2,2,4,4,4,3,3,5,5,2,4,3,20,40,33,28,37
9660,1,3,3,5,2,5,2,3,3,4,3,4,5,3,5,3,5,3,4,5,5,5,5,3,5,5,3,5,5,4,5,5,5,5,5,3,5,5,5,4,5,4,5,5,5,5,5,5,4,5,5,33,42,45,47,48
9661,2,3,2,4,2,3,2,4,1,1,2,4,4,3,5,4,5,5,5,5,5,5,5,5,4,4,4,5,4,3,5,4,5,4,5,3,5,4,5,5,3,3,2,5,4,4,5,2,2,5,4,24,45,44,43,36
9662,2,2,2,2,1,2,4,1,2,4,1,2,2,2,2,2,2,2,2,3,1,3,4,2,5,4,5,5,4,4,3,2,2,5,2,4,1,5,5,5,4,5,5,5,5,5,5,5,5,5,5,21,20,39,35,50
9663,2,3,3,2,2,2,3,1,1,1,1,2,3,1,4,2,3,2,1,2,1,4,5,3,4,3,3,5,3,4,3,2,5,4,2,2,3,3,3,2,3,4,4,5,4,3,4,5,4,5,4,19,21,37,29,42
9664,2,1,1,2,1,3,4,1,1,3,1,1,4,1,4,3,3,3,4,2,2,4,5,5,5,3,4,4,5,5,4,2,1,4,2,2,1,4,2,2,3,4,5,4,5,3,4,3,2,5,4,18,27,44,23,39
9665,2,3,3,4,4,3,3,4,2,3,3,3,4,3,3,1,4,4,5,4,4,4,3,5,5,3,5,3,5,5,4,2,4,3,2,2,3,3,3,3,3,3,4,5,4,5,5,4,3,4,5,32,35,42,28,42
9666,2,3,2,5,3,2,3,3,2,2,3,4,4,3,3,4,4,4,5,4,4,5,4,5,5,2,5,3,5,4,5,5,4,5,5,5,5,4,3,4,4,2,3,3,4,4,5,4,4,4,3,28,39,43,44,36
9667,2,4,5,5,4,4,4,4,4,4,4,2,4,1,3,3,2,2,3,2,3,5,5,4,5,5,4,5,4,4,4,4,3,4,2,4,3,4,5,4,4,4,4,3,3,4,4,4,3,4,4,42,25,45,37,37
9668,2,3,5,4,4,5,4,5,4,4,5,5,4,4,5,5,5,4,5,5,5,2,5,5,4,4,4,5,4,4,4,5,5,4,4,4,5,4,3,5,4,3,4,3,4,4,5,3,2,3,4,43,47,41,43,35
9669,2,3,5,4,4,4,5,4,4,4,5,1,3,1,1,3,2,1,2,2,2,5,5,1,3,4,3,4,4,5,4,4,2,5,4,3,4,3,3,3,3,4,5,5,5,4,5,4,5,5,5,42,18,38,34,47
9670,2,2,4,4,2,4,3,1,3,1,2,3,2,3,2,3,3,3,3,3,5,3,3,4,3,3,3,4,3,4,3,3,4,4,4,3,4,3,4,4,3,2,2,2,2,3,3,4,3,3,3,26,30,33,36,27
9671,3,1,3,1,2,3,1,1,1,3,1,2,5,2,4,3,5,2,2,5,3,2,3,5,1,2,1,2,1,1,3,5,4,5,1,3,2,4,3,4,4,2,4,5,5,3,4,2,1,4,5,17,33,21,35,35
9672,1,3,2,4,1,3,4,4,2,4,2,2,4,1,4,4,3,2,2,4,4,4,5,4,5,4,5,5,5,5,4,5,2,5,4,4,4,3,4,4,4,4,5,5,4,4,5,5,4,5,4,29,30,46,39,45
9673,1,3,2,2,3,4,3,5,1,1,1,1,3,1,3,4,3,2,1,1,3,4,4,4,4,4,5,4,4,3,5,4,3,5,2,1,1,3,5,3,5,5,5,5,5,5,5,5,5,4,5,25,22,41,32,49
9674,2,3,4,5,3,3,5,3,2,4,2,4,2,2,3,1,3,3,3,2,3,4,5,4,4,4,4,4,5,5,4,2,3,4,4,1,2,4,2,3,4,4,4,4,5,4,5,4,4,4,4,34,26,43,29,42
9675,1,1,1,2,4,2,1,2,4,5,1,3,2,4,4,4,2,2,3,3,3,3,4,5,5,2,2,4,2,5,2,4,4,4,5,4,3,5,4,3,4,3,5,5,3,5,5,5,2,5,3,23,30,34,40,41
9676,1,3,4,4,3,4,4,4,2,4,2,3,4,2,3,5,4,2,3,4,3,5,4,3,5,4,5,4,5,5,4,3,2,4,4,2,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,34,33,44,31,40
9677,2,3,5,4,3,4,3,4,3,4,2,2,4,1,3,3,2,4,3,3,5,1,5,5,5,5,5,4,3,5,3,3,4,5,4,1,5,1,4,5,5,3,3,3,4,3,3,3,1,4,3,35,30,41,37,30
9678,1,1,2,1,2,4,1,1,3,1,1,5,1,3,1,5,4,3,5,5,5,1,4,1,1,1,1,1,1,1,3,5,2,5,2,5,3,5,5,4,5,4,5,5,5,5,5,5,3,1,5,17,37,15,41,43
9679,2,4,5,5,5,5,5,5,3,1,5,5,4,3,5,5,5,5,4,4,5,5,5,5,5,5,4,5,5,5,4,5,2,5,5,4,4,5,5,5,5,5,5,4,5,5,5,5,5,5,5,43,45,48,45,49
9680,2,1,3,5,2,1,1,2,3,1,1,3,5,1,2,1,5,2,1,1,3,5,3,3,5,5,5,5,4,5,3,5,4,5,5,5,1,5,5,4,4,3,3,3,1,2,3,4,4,2,3,20,24,43,43,28
9681,1,5,5,5,5,5,5,5,5,5,5,5,5,4,1,4,3,4,4,4,5,2,5,2,2,3,2,4,3,4,4,1,3,2,2,3,3,3,4,3,3,5,5,4,4,4,5,4,5,1,3,50,39,31,27,40
9682,1,4,1,2,2,4,2,2,4,5,2,5,5,2,3,4,5,2,4,5,2,4,4,5,4,4,5,4,4,5,4,2,5,5,2,2,4,2,3,4,4,4,4,4,4,5,5,2,2,4,5,28,37,43,33,39
9683,2,3,4,2,4,4,4,4,3,4,2,3,4,3,3,4,5,4,4,5,4,5,3,5,4,4,2,4,3,5,3,5,1,5,5,2,2,3,5,4,4,4,5,5,5,5,5,5,4,5,5,34,39,38,36,48
9684,2,4,4,5,4,5,4,5,4,5,5,2,2,2,4,4,5,3,5,3,5,5,5,5,4,4,4,5,4,4,5,5,2,5,4,4,4,5,5,5,5,4,3,5,2,4,5,5,2,4,4,45,35,45,44,38
9685,2,3,4,3,2,4,4,2,4,4,1,2,2,2,3,4,4,4,4,4,4,2,4,5,5,5,5,4,5,4,5,4,3,3,3,4,4,4,4,4,4,5,4,4,4,5,4,4,3,5,4,31,33,44,37,42
9686,2,3,4,3,3,4,4,4,5,5,2,2,1,1,3,2,4,2,2,2,4,4,5,3,5,5,2,4,4,5,4,2,3,4,3,5,4,4,2,4,4,4,4,5,4,4,5,5,3,4,5,37,23,41,35,43
9687,2,2,3,3,2,3,3,2,1,2,2,2,3,1,2,2,2,1,2,2,2,5,4,4,4,5,4,4,5,4,2,4,4,5,4,4,4,5,5,5,3,4,4,5,3,3,5,5,4,4,3,23,19,41,43,40
9688,2,5,2,5,3,5,4,5,3,5,5,3,2,1,2,3,4,3,2,3,4,2,5,3,2,1,2,2,3,4,2,3,4,5,4,5,4,5,4,3,5,3,4,5,4,4,1,4,4,3,5,42,27,26,42,37
9689,1,3,5,5,3,4,5,4,3,4,2,4,5,4,4,2,5,4,5,5,5,5,5,5,4,4,4,5,4,4,4,4,3,4,5,4,5,4,4,3,3,5,4,3,5,4,3,4,1,3,4,38,43,44,39,36
9690,2,2,5,4,4,4,5,4,5,5,3,1,2,1,2,1,2,1,1,1,2,2,3,3,3,3,3,3,3,2,3,2,4,4,2,1,4,4,2,2,5,5,5,5,5,5,5,5,5,5,5,41,14,28,30,50
9691,1,3,3,4,3,3,3,3,2,3,2,4,4,4,4,4,4,4,4,3,4,5,4,2,4,4,4,4,4,4,3,4,4,4,4,3,4,4,4,3,4,4,4,3,3,4,4,4,2,4,3,29,39,38,38,35
9692,2,3,3,5,3,4,3,4,1,2,2,2,4,2,3,3,3,4,4,3,3,5,4,5,4,4,4,4,4,4,4,4,2,2,3,3,2,2,4,3,3,3,3,4,4,4,3,3,3,4,3,30,31,42,28,34
9693,1,2,3,4,3,5,4,5,3,5,1,2,4,2,3,2,1,1,1,1,4,5,5,2,5,5,5,5,4,5,4,3,2,1,4,2,4,5,4,5,4,3,5,5,5,4,5,5,3,5,5,35,21,45,34,45
9694,1,2,2,4,3,2,2,2,2,2,2,1,2,2,3,3,2,5,4,2,3,1,4,2,4,4,4,3,4,4,3,4,2,3,4,3,3,4,4,3,4,3,2,2,4,4,2,3,3,4,3,23,27,33,34,30
9695,2,3,3,5,4,5,4,4,3,3,3,3,4,2,1,4,3,2,2,3,5,5,5,5,4,4,5,5,3,5,5,3,2,5,3,2,3,3,3,3,5,4,5,5,5,4,5,4,4,5,5,37,29,46,32,46
9696,1,2,2,2,1,1,2,1,1,1,1,4,4,3,4,2,5,4,4,4,4,2,2,5,2,2,1,1,4,2,2,4,3,4,4,2,2,5,4,5,4,4,4,4,4,4,2,4,4,2,4,14,38,23,37,36
9697,2,2,3,4,2,3,3,3,1,2,1,2,4,2,4,5,5,5,5,5,5,5,4,5,5,4,4,4,4,4,3,4,1,5,2,4,2,4,5,4,4,3,4,3,4,3,4,5,2,3,3,24,42,42,35,34
9698,2,1,2,2,1,2,4,1,1,1,1,2,4,1,3,5,5,4,4,3,4,5,5,3,5,5,4,5,5,4,3,2,1,4,3,2,1,3,4,2,2,2,2,3,3,3,4,4,3,5,4,16,35,44,24,33
9699,2,2,2,2,2,4,2,4,2,4,2,2,4,3,2,2,2,3,3,2,2,4,4,4,4,4,4,4,4,4,3,3,2,2,3,2,2,4,2,2,3,2,3,4,3,4,4,3,3,4,3,26,25,39,25,33
9700,1,5,5,5,5,5,5,5,5,5,5,5,1,5,1,5,5,1,5,5,5,5,1,5,1,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,1,5,5,5,1,5,5,1,1,5,50,38,42,46,34
9701,2,2,4,5,2,4,4,4,4,5,2,4,4,2,4,5,4,4,5,2,5,4,4,1,4,2,4,4,5,4,2,2,2,2,4,1,2,4,2,4,4,4,4,2,5,4,2,4,4,2,2,36,39,34,27,33
9702,2,4,5,5,4,5,5,4,4,4,4,3,4,3,1,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,5,3,5,3,3,4,4,3,4,4,5,4,5,4,3,4,4,44,39,50,39,40
9703,2,3,3,4,3,3,4,4,2,3,3,3,3,2,4,4,5,4,5,5,5,5,5,4,5,4,5,5,5,4,4,3,2,4,4,2,3,4,4,3,4,2,5,4,5,3,4,3,1,5,3,32,40,46,33,35
9704,2,4,4,5,3,4,4,3,2,4,2,2,3,2,2,3,3,2,2,3,3,5,5,4,5,4,2,4,4,4,4,4,3,4,2,4,4,4,2,5,4,4,4,4,5,4,5,4,2,2,3,35,25,41,36,37
9705,1,3,4,5,4,4,3,3,2,4,4,3,4,4,2,3,4,3,3,3,4,4,4,3,3,3,3,4,4,3,4,4,4,4,4,2,4,4,3,4,4,3,4,4,3,3,4,4,3,3,4,36,33,35,37,35
9706,1,2,3,4,3,2,3,1,2,3,2,3,5,5,3,5,5,4,5,5,4,5,2,5,5,1,4,3,3,3,3,4,2,4,3,2,3,3,2,1,4,5,5,4,4,4,4,5,5,4,4,25,44,34,28,44
9707,2,5,5,5,4,5,5,5,5,5,4,3,3,2,4,4,4,3,2,4,5,5,5,3,4,4,3,5,5,5,5,4,4,3,3,3,2,4,3,5,4,4,4,4,5,4,4,4,4,3,4,48,34,44,35,40
9708,2,1,4,5,1,4,5,4,3,4,2,3,3,3,4,4,4,3,2,4,4,5,5,4,4,3,5,4,3,4,5,4,1,4,4,3,4,3,3,4,5,3,5,4,2,5,4,4,2,2,5,33,34,42,35,36
9709,2,3,3,3,3,3,3,3,4,2,3,2,3,3,2,3,3,4,4,4,4,3,4,3,4,4,4,3,3,4,3,4,4,3,4,4,4,2,4,4,3,2,3,3,3,3,3,3,2,4,3,30,32,35,36,29
9710,2,3,5,5,3,5,5,5,3,1,3,2,3,1,1,3,3,3,4,3,5,5,4,5,5,5,5,1,5,5,4,5,5,5,5,4,5,5,3,5,4,3,4,5,5,5,5,4,2,3,5,38,28,44,46,41
9711,1,3,4,4,3,2,3,2,4,3,4,3,3,2,3,3,3,2,1,5,4,2,5,5,4,4,4,4,4,5,4,3,3,4,4,3,3,4,4,4,3,3,3,5,3,3,4,4,3,4,4,32,29,41,35,36
9712,2,1,1,1,1,1,1,1,1,1,1,3,3,3,2,4,4,1,3,4,4,5,4,5,5,5,5,2,3,5,2,3,2,3,4,5,4,5,5,3,4,4,3,3,4,3,3,5,4,4,3,10,31,41,38,36
9713,2,1,3,2,4,4,4,1,5,4,2,4,4,2,1,4,5,5,5,2,1,5,4,4,4,4,1,4,4,1,2,3,4,2,4,1,5,4,5,3,5,5,5,5,5,5,5,5,5,5,5,30,33,33,36,50
9714,1,3,1,4,3,2,1,3,4,5,2,2,5,2,4,2,1,2,2,3,3,3,4,5,4,3,5,2,3,3,3,2,1,3,2,2,1,5,2,2,4,2,1,2,2,3,2,1,4,3,3,28,26,35,24,23
